Tamano de matriz,Tiempo de ejecucion (ms)
2182,101.059
2183,96.103
2184,96.728
2185,97.434
2186,101.673
2187,98.871
2188,96.73
2189,99.005
2190,100.969
2191,97.349
2192,104.435
2193,102.227
2194,99.428
2195,97.966
2196,100.214
2197,101.298
2198,99.932
2199,100.004
2200,100.058
2201,101.115
2202,108.14
2203,100.76
2204,100.14
2205,103.211
2206,101.301
2207,99.727
2208,101.938
2209,105.046
2210,101.873
2211,100.771
2212,104.455
2213,106.679
2214,103.906
2215,100.529
2216,105.21
2217,112.008
2218,112.015
2219,125.746
2220,116.845
2221,111.125
2222,104.528
2223,103.105
2224,100.396
2225,101.21
2226,103.339
2227,103.288
2228,102.434
2229,101.636
2230,106.363
2231,102.876
2232,102.461
2233,100.639
2234,106.589
2235,103.209
2236,102.083
2237,101.062
2238,105.744
2239,106.303
2240,106.11
2241,105.299
2242,105.533
2243,102.129
2244,104.466
2245,106.584
2246,104.5
2247,103.781
2248,104.233
2249,113.091
2250,110.57
2251,105.521
2252,105.28
2253,106.387
2254,106.464
2255,104.575
2256,111.478
2257,113.321
2258,111.031
2259,108.996
2260,107.4
2261,106.349
2262,111.838
2263,109.12
2264,108.552
2265,108.346
2266,114.008
2267,109.741
2268,106.27
2269,111.39
2270,107.442
2271,104.206
2272,109.377
2273,107.802
2274,108.278
2275,107.458
2276,113.623
2277,109.626
2278,107.371
2279,110.762
2280,111.635
2281,112.47
2282,111.887
2283,113.425
2284,110.429
2285,112.506
2286,107.56
2287,112.203
2288,110.671
2289,108.618
2290,114.163
2291,110.823
2292,111.615
2293,107.91
2294,116.698
2295,109.655
2296,109.141
2297,109.982
2298,115.616
2299,114.628
2300,108.453
2301,114.417
2302,111.559
2303,118.749
2304,110.121
2305,111.523
2306,110.174
2307,111.007
2308,112.36
2309,109.958
2310,118.544
2311,119.043
2312,112.996
2313,113.256
2314,113.404
2315,114.949
2316,110.361
2317,116.336
2318,113.897
2319,113.536
2320,117.154
2321,115.063
2322,114.602
2323,115.069
2324,119.976
2325,115.898
2326,114.906
2327,117.14
2328,118.822
2329,115.693
2330,111.693
2331,117.662
2332,113.799
2333,112.306
2334,115.004
2335,113.471
2336,112.776
2337,118.007
2338,116.08
2339,119.53
2340,114.474
2341,117.985
2342,117.484
2343,116.095
2344,118.04
2345,116.724
2346,131.905
2347,119.9
2348,116.352
2349,115.195
2350,125.297
2351,125.709
2352,152.035
2353,122.565
2354,117.144
2355,115.154
2356,118.804
2357,113.884
2358,114.841
2359,121.028
2360,112.203
2361,106.542
2362,107.929
2363,107.031
2364,105.979
2365,105.47
2366,109.988
2367,106.715
2368,104.819
2369,105.929
2370,111.645
2371,118.496
2372,166.006
2373,122.308
2374,117.65
2375,118.118
2376,121.43
2377,118.417
2378,117.672
2379,127.094
2380,125.639
2381,132.253
2382,116.273
2383,110.174
2384,105.641
2385,108.89
2386,109.065
2387,107.67
2388,107.629
2389,107.021
2390,116.266
2391,106.304
2392,105.907
2393,108.39
2394,117.117
2395,123.483
2396,110.591
2397,108.76
2398,110.966
2399,110.292
2400,107.524
2401,105.359
2402,106.842
2403,109.944
2404,106.493
2405,117.788
2406,117.637
2407,112.07
2408,111.407
2409,110.448
2410,113.514
2411,107.967
2412,115.23
2413,112.848
2414,111.518
2415,109.73
2416,108.681
2417,113.115
2418,114.665
2419,111.994
2420,111.921
2421,108.582
2422,109.259
2423,110.602
2424,113.763
2425,108.591
2426,110.185
2427,109.797
2428,110.234
2429,113.823
2430,110.534
2431,112.763
2432,112.447
2433,116.215
2434,114.163
2435,110.025
2436,111.002
2437,114.295
2438,111.338
2439,113.372
2440,114.723
2441,109.902
2442,112.495
2443,111.486
2444,114.947
2445,113.029
2446,113.232
2447,122.424
2448,120.165
2449,112.392
2450,115.687
2451,111.454
2452,112.589
2453,112.477
2454,113.156
2455,116.592
2456,112.919
2457,113.551
2458,114.696
2459,112.689
2460,115.024
2461,113.765
2462,110.938
2463,115.06
2464,118.018
2465,113.204
2466,113.484
2467,117.211
2468,113.893
2469,114.983
2470,129.005
2471,119.317
2472,117.939
2473,112.326
2474,117.436
2475,114.41
2476,115.217
2477,116.845
2478,114.91
2479,112.928
2480,115.146
2481,117.048
2482,116.332
2483,128.345
2484,126.653
2485,128.961
2486,128.175
2487,115.29
2488,116.916
2489,116.657
2490,117.635
2491,122.917
2492,117.99
2493,115.632
2494,132.957
2495,117.825
2496,119.093
2497,116.39
2498,118.737
2499,118.918
2500,119.725
2501,124.894
2502,117.446
2503,118.292
2504,117.062
2505,118.007
2506,118.775
2507,119.711
2508,125.269
2509,128.85
2510,131.593
2511,134.449
2512,125.507
2513,118.818
2514,118.271
2515,145.045
2516,131.994
2517,124.79
2518,121.984
2519,120.528
2520,119.392
2521,122.468
2522,119.005
2523,120.542
2524,121.749
2525,120.652
2526,127.058
2527,123.402
2528,121.578
2529,122.737
2530,124.006
2531,121.881
2532,121.61
2533,122.441
2534,119.057
2535,124.887
2536,139.064
2537,129.86
2538,118.456
2539,125.166
2540,124.367
2541,122.898
2542,123.73
2543,122.71
2544,120.412
2545,123.67
2546,121
2547,121.773
2548,120.018
2549,125.647
2550,120.734
2551,121.848
2552,122.606
2553,128.62
2554,122.241
2555,147.039
2556,123.663
2557,124.261
2558,126.224
2559,124.386
2560,124.895
2561,130.743
2562,120.206
2563,129.687
2564,144.011
2565,137.017
2566,133.771
2567,127.059
2568,126.908
2569,127.964
2570,161.548
2571,126.608
2572,126.981
2573,126.398
2574,134.26
2575,134.489
2576,125.665
2577,127.546
2578,136.325
2579,145.752
2580,130.878
2581,131.048
2582,128.427
2583,124.46
2584,125.076
2585,127.066
2586,128.091
2587,129.783
2588,128.978
2589,129.417
2590,126.39
2591,126.692
2592,127.015
2593,124.267
2594,134.479
2595,136.027
2596,126.581
2597,126.674
2598,136.471
2599,129.999
2600,132.339
2601,131.515
2602,131.359
2603,137.732
2604,133.839
2605,128.733
2606,123.879
2607,134.702
2608,131.421
2609,128.037
2610,145.5
2611,134.41
2612,133.026
2613,134.635
2614,134.018
2615,125.903
2616,134.554
2617,153.214
2618,136.541
2619,135.036
2620,126.202
2621,127.249
2622,131.75
2623,132.147
2624,147.305
2625,131.073
2626,131.335
2627,149.332
2628,150.099
2629,130.994
2630,133.732
2631,133.017
2632,133.482
2633,140.727
2634,140.181
2635,138.581
2636,132.169
2637,131.518
2638,142.618
2639,153.343
2640,160.004
2641,152.745
2642,145.188
2643,150.906
2644,146.29
2645,144.448
2646,148.743
2647,146.446
2648,149.264
2649,152.269
2650,158.089
2651,152.327
2652,224.508
2653,196.469
2654,158.996
2655,154.866
2656,142.431
2657,149.238
2658,181.639
2659,210.753
2660,188.694
2661,153.584
2662,134.569
2663,141.927
2664,144.586
2665,137.82
2666,140.623
2667,146.746
2668,138.494
2669,181.782
2670,160.771
2671,148.745
2672,154.148
2673,151.018
2674,148.172
2675,149.454
2676,149.424
2677,151.902
2678,149.073
2679,139.602
2680,160.051
2681,154.9
2682,173.216
2683,157.943
2684,152.944
2685,153.882
2686,151.713
2687,151.038
2688,154.715
2689,153.104
2690,160.109
2691,159.5
2692,163.832
2693,155.562
2694,155.632
2695,155.159
2696,155.907
2697,153.228
2698,160.181
2699,153.33
2700,151.011
2701,157.712
2702,160.123
2703,164.127
2704,178.429
2705,176.102
2706,161.977
2707,160.18
2708,154.17
2709,159.015
2710,156.317
2711,157.024
2712,163.293
2713,155.692
2714,164.684
2715,159.432
2716,158.525
2717,155.722
2718,159.033
2719,166.085
2720,163.583
2721,169.708
2722,152.355
2723,158.77
2724,156.896
2725,152.291
2726,158.906
2727,153.045
2728,163.632
2729,155.397
2730,157.114
2731,158.279
2732,154.279
2733,161.948
2734,154.93
2735,161.644
2736,156.293
2737,160.119
2738,157.623
2739,156.976
2740,163.343
2741,158.926
2742,163.208
2743,160.048
2744,158.306
2745,165.719
2746,160.227
2747,163.176
2748,159.275
2749,156.258
2750,166.265
2751,154.176
2752,161.793
2753,165.538
2754,157.048
2755,159.789
2756,158.772
2757,160.172
2758,156.224
2759,158.634
2760,161.84
2761,165.488
2762,159.369
2763,157.702
2764,165.009
2765,158.421
2766,161.187
2767,158.091
2768,158.725
2769,158.316
2770,159.969
2771,161.29
2772,158.449
2773,157.181
2774,165.728
2775,158.862
2776,164.178
2777,163.087
2778,160.151
2779,162.215
2780,158.025
2781,162.981
2782,162.289
2783,167.031
2784,167.214
2785,160.304
2786,165.046
2787,162.639
2788,164.751
2789,162.495
2790,169.264
2791,163.531
2792,165.653
2793,164.249
2794,161.024
2795,164.102
2796,162.89
2797,167.459
2798,165.755
2799,169.949
2800,164.852
2801,168.496
2802,165.773
2803,164.542
2804,167.887
2805,163.121
2806,168.087
2807,164.451
2808,164.24
2809,167.794
2810,164.836
2811,173.222
2812,164.617
2813,181.674
2814,165.251
2815,164.502
2816,168.804
2817,166.145
2818,169.15
2819,164.724
2820,165.332
2821,165.803
2822,169.113
2823,165.925
2824,170.693
2825,167.438
2826,166.945
2827,168.848
2828,167.312
2829,168.744
2830,168.971
2831,175.253
2832,165.378
2833,170.855
2834,182.101
2835,175.352
2836,172.714
2837,168.327
2838,171.736
2839,172.069
2840,172.66
2841,169.958
2842,170.558
2843,175.088
2844,172.076
2845,175.397
2846,170.244
2847,172.527
2848,173.455
2849,181.121
2850,171.052
2851,175.544
2852,170.52
2853,170.128
2854,172.571
2855,170.266
2856,172.701
2857,171.713
2858,179.367
2859,166.101
2860,173.322
2861,168.724
2862,172.424
2863,172.047
2864,169.566
2865,173.571
2866,168.821
2867,176.467
2868,170.072
2869,174.729
2870,179.499
2871,179.866
2872,172.425
2873,170.753
2874,200.703
2875,183.929
2876,176.153
2877,174.162
2878,174.093
2879,178.353
2880,176.095
2881,173.773
2882,181.742
2883,188.269
2884,191.944
2885,191.007
2886,196.936
2887,176.374
2888,182.201
2889,177.546
2890,184.32
2891,171.234
2892,174.266
2893,179.256
2894,175.132
2895,182.598
2896,182.483
2897,180.831
2898,178.15
2899,180.678
2900,176.883
2901,177.738
2902,178.826
2903,172.659
2904,174.31
2905,183.36
2906,173.297
2907,181.775
2908,171.827
2909,170.857
2910,175.402
2911,174.669
2912,175.046
2913,170.829
2914,179.18
2915,172.405
2916,179.353
2917,171.723
2918,175.055
2919,173.781
2920,168.576
2921,176.909
2922,172.811
2923,175.223
2924,171.117
2925,182.22
2926,171.51
2927,180.833
2928,175.321
2929,173.175
2930,175.153
2931,171.836
2932,179.02
2933,175.911
2934,171.957
2935,172.068
2936,173.099
2937,173.353
2938,182.939
2939,172.673
2940,176.281
2941,174.28
2942,172.743
2943,172.859
2944,173.092
2945,178.453
2946,175.905
2947,180.823
2948,180.355
2949,184.111
2950,178.442
2951,181.964
2952,180.339
2953,181.209
2954,178.836
2955,177.608
2956,181.933
2957,181.368
2958,186.685
2959,182.342
2960,184.016
2961,188.073
2962,179.784
2963,180.1
2964,181.393
2965,179.986
2966,184.51
2967,182.508
2968,182.456
2969,179.521
2970,187.466
2971,189.936
2972,182.614
2973,179.415
2974,186.371
2975,180.472
2976,184.752
2977,177.618
2978,180.045
2979,188.489
2980,180.72
2981,182.394
2982,178.008
2983,190.611
2984,178.124
2985,182.369
2986,180.104
2987,184.066
2988,182.217
2989,182.309
2990,179.917
2991,178.174
2992,180.474
2993,187.535
2994,185.236
2995,183.813
2996,181.813
2997,184.414
2998,180.205
2999,184.706
3000,185.635
3001,182.779
3002,197.92
3003,187.249
3004,185.86
3005,182.504
3006,192.372
3007,183.56
3008,189.675
3009,185.828
3010,185.026
3011,186.029
3012,189.229
3013,186.871
3014,186.042
3015,191.476
3016,190.208
3017,183.162
3018,191.393
3019,185.148
3020,190.035
3021,185.624
3022,185.783
3023,184.631
3024,192.917
3025,186.473
3026,190.409
3027,184.926
3028,187.832
3029,184.385
3030,196.252
3031,195.639
3032,202.775
3033,186.134
3034,188.59
3035,183.857
3036,188.016
3037,189.051
3038,185.346
3039,188.067
3040,188.434
3041,187.285
3042,187.697
3043,188.289
3044,185.454
3045,188.497
3046,196.043
3047,184.756
3048,194.076
3049,187.062
3050,209.709
3051,213.043
3052,192.865
3053,190.907
3054,193.726
3055,191.171
3056,188.032
3057,191.69
3058,193.453
3059,189.438
3060,191.903
3061,210.532
3062,189.971
3063,194.461
3064,190.305
3065,193.729
3066,189.636
3067,193.594
3068,196.255
3069,190.328
3070,194.741
3071,193.339
3072,192.928
3073,194.28
3074,193.228
3075,187.258
3076,198.912
3077,189.171
3078,195.83
3079,210.105
3080,196.285
3081,201.909
3082,195.602
3083,191.037
3084,194.925
3085,189.325
3086,199.908
3087,192.235
3088,195.992
3089,214.087
3090,199.584
3091,196.055
3092,198.37
3093,191.061
3094,198.335
3095,192.586
3096,196.168
3097,198.457
3098,191.8
3099,198.801
3100,192.371
3101,199.039
3102,193.851
3103,199.539
3104,196.258
3105,196.722
3106,197.247
3107,204.657
3108,196.424
3109,203.837
3110,197.11
3111,195.756
3112,194.654
3113,202.923
3114,209.936
3115,201.145
3116,206.287
3117,199.37
3118,207.064
3119,199.294
3120,200.442
3121,197.213
3122,202.178
3123,199.857
3124,198.417
3125,200.58
3126,202.782
3127,199.362
3128,199.558
3129,228.815
3130,206.759
3131,205.364
3132,199.807
3133,199.83
3134,201.676
3135,204.136
3136,206.741
3137,215.474
3138,208.224
3139,209.86
3140,208.196
3141,207.835
3142,205.848
3143,206.985
3144,203.551
3145,204.135
3146,207.924
3147,205.336
3148,212.805
3149,206.12
3150,207.952
3151,206.226
3152,216.038
3153,205.721
3154,223.018
3155,213.02
3156,217.601
3157,208.602
3158,212.551
3159,213.711
3160,211.071
3161,212.869
3162,215.003
3163,215.715
3164,208.772
3165,208.314
3166,215.668
3167,208.972
3168,214.648
3169,211.663
3170,215.201
3171,209.19
3172,211.912
3173,214.891
3174,210.997
3175,214.369
3176,220.465
3177,218.216
3178,210.467
3179,212.058
3180,206.185
3181,209.065
3182,203.624
3183,211.282
3184,206.201
3185,211.73
3186,210.518
3187,210.56
3188,208.1
3189,211.46
3190,211.109
3191,207.221
3192,212.226
3193,224.11
3194,223.09
3195,213.468
3196,208.75
3197,213.908
3198,228.439
3199,244.864
3200,213.419
3201,219.667
3202,216.831
3203,215.566
3204,215.184
3205,215.119
3206,220.09
3207,216.604
3208,216.584
3209,215.822
3210,220.694
3211,215.071
3212,218.176
3213,220.319
3214,210.812
3215,221.292
3216,227.377
3217,224.969
3218,250.224
3219,232.698
3220,230.947
3221,238.327
3222,243.863
3223,226.84
3224,212.518
3225,221.369
3226,215.867
3227,212.901
3228,219.535
3229,229.648
3230,218.235
3231,217.742
3232,220.256
3233,214.342
3234,218.759
3235,216.834
3236,214.386
3237,216.455
3238,216.664
3239,215.052
3240,223.43
3241,214.221
3242,219.316
3243,217.765
3244,222.994
3245,224.243
3246,224.932
3247,223.366
3248,220.975
3249,223.198
3250,222.773
3251,222.915
3252,219.455
3253,227.559
3254,221.108
3255,223.56
3256,223.626
3257,227.818
3258,225.385
3259,228.052
3260,221.722
3261,227.14
3262,222.96
3263,225.536
3264,228.207
3265,222.199
3266,239.872
3267,220.554
3268,229.991
3269,238.639
3270,228.169
3271,232.463
3272,222.638
3273,230.333
3274,226.479
3275,227.468
3276,229.144
3277,223.487
3278,230.24
3279,225.581
3280,222.41
3281,223.881
3282,225.708
3283,232.097
3284,227.361
3285,224.525
3286,228.639
3287,227.029
3288,232.114
3289,229.638
3290,236.826
3291,236.378
3292,229.399
3293,225.42
3294,224.132
3295,230.642
3296,225.825
3297,227.513
3298,225.388
3299,225.657
3300,228.538
3301,233.897
3302,227.342
3303,229.091
3304,223.821
3305,230.536
3306,224.32
3307,227.72
3308,245.651
3309,247.456
3310,230.269
3311,234.046
3312,231.457
3313,234.946
3314,230.5
3315,234.771
3316,234.988
3317,231.546
3318,232.528
3319,230.58
3320,240.032
3321,232.787
3322,233.711
3323,231.801
3324,229.098
3325,229.94
3326,238.471
3327,226.442
3328,235.41
3329,236.661
3330,233.489
3331,250.53
3332,264.335
3333,235.43
3334,239.158
3335,237.239
3336,240.323
3337,235.447
3338,232.388
3339,234.123
3340,234.301
3341,235.364
3342,233.046
3343,236.246
3344,241.6
3345,237.492
3346,233.908
3347,239.172
3348,233.348
3349,238.895
3350,243.697
3351,236.357
3352,248.272
3353,247.083
3354,232.143
3355,238.815
3356,229.702
3357,239.366
3358,235.204
3359,235.645
3360,234.479
3361,234.834
3362,237.051
3363,244.894
3364,237.665
3365,245.557
3366,240.785
3367,241.775
3368,250.482
3369,242.456
3370,240.331
3371,243.992
3372,236.875
3373,243.842
3374,241.764
3375,238.445
3376,243.538
3377,237.007
3378,244.682
3379,241.878
3380,236.832
3381,239.884
3382,238.702
3383,239.047
3384,242.827
3385,244.823
3386,240.791
3387,243.721
3388,238.389
3389,241.594
3390,241.811
3391,243.709
3392,251.767
3393,251.371
3394,240.113
3395,255.683
3396,247.938
3397,240.936
3398,243.259
3399,246.043
3400,249.836
3401,245.967
3402,240.861
3403,247.883
3404,248.488
3405,248.238
3406,244.198
3407,242.477
3408,249.316
3409,249.066
3410,251.249
3411,242.073
3412,253.149
3413,256.043
3414,252.737
3415,257.385
3416,261.375
3417,249.834
3418,248.962
3419,245.324
3420,250.142
3421,250.574
3422,248.432
3423,253.328
3424,254.436
3425,257.18
3426,252.583
3427,248.234
3428,247.835
3429,252.175
3430,249.653
3431,254.274
3432,253.741
3433,252.511
3434,224.636
3435,217.667
3436,214.764
3437,247.185
3438,235.64
3439,227.956
3440,229.026
3441,220.957
3442,229.376
3443,229.973
3444,214.866
3445,204.849
3446,206.621
3447,204.973
3448,206.652
3449,250.111
3450,252.531
3451,284.175
3452,264.784
3453,238.089
3454,241.113
3455,253.117
3456,298.004
3457,253.796
3458,243.666
3459,269.672
3460,253.606
3461,248.022
3462,224.285
3463,214.377
3464,237.501
3465,216.418
3466,209.814
3467,212.044
3468,251.622
3469,215.371
3470,218
3471,212.729
3472,214.576
3473,214.487
3474,223.859
3475,213.151
3476,211.749
3477,219.499
3478,222.202
3479,213.222
3480,214.605
3481,213.935
3482,214.017
3483,214.849
3484,212.865
3485,214.02
3486,210.872
3487,211.037
3488,212.487
3489,229.884
3490,218.392
3491,217.163
3492,215.343
3493,215.982
3494,213.786
3495,210.694
3496,213.413
3497,209.418
3498,212.569
3499,213.333
3500,213.045
3501,211.195
3502,213.863
3503,214.192
3504,214.23
3505,214.34
3506,214.591
3507,213.759
3508,211.488
3509,215.26
3510,215.228
3511,214.637
3512,214.857
3513,215.134
3514,216.818
3515,214.154
3516,231.797
3517,217.473
3518,216.986
3519,212.579
3520,215.862
3521,216.287
3522,216.909
3523,215.783
3524,216.654
3525,217.168
3526,218.056
3527,218.741
3528,216.644
3529,219.043
3530,219.925
3531,218.981
3532,221.456
3533,219.252
3534,216.918
3535,219.633
3536,220.991
3537,237.712
3538,230.773
3539,221.19
3540,219.198
3541,220.358
3542,220.164
3543,220.597
3544,222.068
3545,218.884
3546,220.932
3547,227.048
3548,217.014
3549,222.016
3550,220.354
3551,223.282
3552,219.363
3553,220.096
3554,219.261
3555,231.394
3556,235.138
3557,220.845
3558,218.673
3559,221.913
3560,220.311
3561,218.027
3562,220.447
3563,223.116
3564,219.973
3565,222.593
3566,222.24
3567,223.82
3568,221.884
3569,224.57
3570,221.073
3571,223.345
3572,223.324
3573,222.456
3574,220.065
3575,222.897
3576,223.831
3577,221.922
3578,224.154
3579,223.142
3580,224.834
3581,223.152
3582,222.142
3583,224.947
3584,223.591
3585,236.626
3586,230.455
3587,232.93
3588,239.776
3589,226.867
3590,227.174
3591,226.694
3592,245.96
3593,244.995
3594,228.425
3595,234.703
3596,228.029
3597,224.044
3598,233.913
3599,227.169
3600,229.489
3601,226.417
3602,227.142
3603,229.315
3604,224.277
3605,235.813
3606,245.817
3607,241.77
3608,233.093
3609,224.664
3610,225.579
3611,229.36
3612,251.22
3613,249.25
3614,226.146
3615,225.243
3616,225.529
3617,228.16
3618,229.43
3619,225.18
3620,245.85
3621,234.579
3622,234.175
3623,229.734
3624,229.741
3625,232.847
3626,228.111
3627,231.115
3628,228.569
3629,245.423
3630,240.615
3631,231.302
3632,232.48
3633,232.883
3634,233.806
3635,231.125
3636,229.364
3637,233.555
3638,233.056
3639,232.471
3640,230.632
3641,234.277
3642,232.923
3643,230.292
3644,234.011
3645,232.668
3646,231.907
3647,231.094
3648,230.21
3649,229.43
3650,233.25
3651,233.68
3652,236.306
3653,234.089
3654,252.219
3655,235.572
3656,256.389
3657,265.434
3658,247.119
3659,249.856
3660,267.958
3661,238.599
3662,237.963
3663,238.943
3664,233.902
3665,235.064
3666,235.749
3667,233.403
3668,233.169
3669,235.968
3670,236.17
3671,235.318
3672,235.121
3673,235.231
3674,234.896
3675,238.237
3676,257.251
3677,250.569
3678,263.381
3679,239.176
3680,238.215
3681,238.156
3682,236.582
3683,235.741
3684,237.419
3685,236.902
3686,238.392
3687,240.187
3688,246.942
3689,237.561
3690,240.036
3691,237.748
3692,245.684
3693,237.821
3694,241.245
3695,238.583
3696,243.183
3697,240.134
3698,236.908
3699,237.861
3700,237.916
3701,238.352
3702,239.415
3703,240.157
3704,239.404
3705,237.632
3706,236.714
3707,243.39
3708,239.511
3709,241.697
3710,242.656
3711,239.176
3712,240.17
3713,238.204
3714,240.331
3715,241.081
3716,241.006
3717,239.74
3718,241.251
3719,270.456
3720,244.487
3721,242.122
3722,241.812
3723,241.346
3724,240.055
3725,241.893
3726,240.539
3727,244.892
3728,238.85
3729,242.871
3730,245.287
3731,243.907
3732,248.349
3733,243.197
3734,241.716
3735,246.893
3736,243.014
3737,242.528
3738,247.874
3739,243.436
3740,243.73
3741,240.461
3742,244.505
3743,242.534
3744,250.791
3745,243.409
3746,247.1
3747,243.825
3748,245.994
3749,247.198
3750,246.41
3751,242.199
3752,247.708
3753,247.861
3754,245.195
3755,242.118
3756,245.864
3757,245.017
3758,258.895
3759,259.681
3760,247.16
3761,247.769
3762,245.222
3763,245.772
3764,250.726
3765,246.387
3766,244.801
3767,246.104
3768,251.233
3769,262.072
3770,259.388
3771,250.886
3772,248.633
3773,247.275
3774,248.562
3775,248.688
3776,251.455
3777,268.622
3778,255.355
3779,251.251
3780,247.822
3781,250.415
3782,251.304
3783,250.05
3784,248.133
3785,255.288
3786,251.593
3787,249.168
3788,254.453
3789,247.933
3790,250.654
3791,247.099
3792,254.284
3793,247.055
3794,251.197
3795,252.409
3796,251.388
3797,248.191
3798,255.294
3799,251.414
3800,251.929
3801,249.051
3802,249.303
3803,252.559
3804,250.972
3805,253.038
3806,251.794
3807,250.188
3808,254.256
3809,249.545
3810,251.376
3811,253.476
3812,256.82
3813,250.764
3814,253.938
3815,256.186
3816,249.507
3817,250.671
3818,252.59
3819,250.323
3820,252.956
3821,253.307
3822,255.473
3823,254.774
3824,251.607
3825,255.291
3826,255.632
3827,253.398
3828,256.714
3829,255.22
3830,259.57
3831,257.317
3832,257.01
3833,257.354
3834,254.37
3835,257.176
3836,253.714
3837,255.414
3838,257.025
3839,263.029
3840,262.053
3841,258.723
3842,255.321
3843,257.52
3844,254.381
3845,261.726
3846,257.848
3847,256.774
3848,269.658
3849,261.118
3850,257.557
3851,259.206
3852,259.325
3853,260.273
3854,257.287
3855,260.549
3856,257.186
3857,258.835
3858,266.283
3859,262.616
3860,260.156
3861,262.092
3862,261.831
3863,261.654
3864,260.237
3865,258.496
3866,260.476
3867,259.719
3868,261.231
3869,262.646
3870,265.937
3871,260.852
3872,262.231
3873,262.899
3874,261.487
3875,263.145
3876,263.378
3877,263.857
3878,262.732
3879,261.132
3880,263.031
3881,263.63
3882,263.471
3883,267.843
3884,269.224
3885,269.782
3886,268.951
3887,268.174
3888,268.206
3889,264.575
3890,270.935
3891,269.494
3892,266.973
3893,268.115
3894,266.721
3895,269.645
3896,268.378
3897,269.803
3898,280.191
3899,274.825
3900,269.438
3901,266.833
3902,265.834
3903,266.567
3904,267.264
3905,268.697
3906,271.36
3907,270.359
3908,268.622
3909,271.158
3910,270.646
3911,272.15
3912,276.275
3913,272.148
3914,268.727
3915,270.143
3916,275.46
3917,278.058
3918,275.981
3919,273.251
3920,272.064
3921,274.622
3922,275.027
3923,273.785
3924,270.407
3925,268.232
3926,269.02
3927,268.035
3928,270.062
3929,267.916
3930,268.562
3931,268.8
3932,268.111
3933,269.069
3934,269.93
3935,271.547
3936,269.727
3937,271.183
3938,269.918
3939,271.255
3940,269.594
3941,274.65
3942,276.247
3943,270.246
3944,271.84
3945,273.435
3946,273.008
3947,271.183
3948,270.769
3949,268.311
3950,273.794
3951,275.531
3952,296.842
3953,271.004
3954,278.052
3955,273.782
3956,274.142
3957,271.841
3958,273.634
3959,276.63
3960,270.228
3961,275.333
3962,284.358
3963,272.418
3964,274.695
3965,275.06
3966,273.728
3967,275.1
3968,271.811
3969,275.653
3970,273.912
3971,278.148
3972,273.606
3973,270.691
3974,272.111
3975,276.304
3976,275.673
3977,274.126
3978,272.41
3979,276.338
3980,277.055
3981,271.941
3982,277.256
3983,274.222
3984,276.585
3985,278.47
3986,277.521
3987,276.996
3988,285.465
3989,285.695
3990,279.487
3991,278.032
3992,279.573
3993,279.984
3994,280.519
3995,278.396
3996,276.08
3997,279.702
3998,280.16
3999,280.357
4000,280.587
4001,282.055
4002,281.408
4003,277.017
4004,284.898
4005,285.541
4006,279.642
4007,288.355
4008,281.987
4009,278.274
4010,277.518
4011,278.182
4012,276.999
4013,280.983
4014,284.437
4015,280.39
4016,279.514
4017,281.087
4018,280.876
4019,281.504
4020,285.009
4021,287.161
4022,284.705
4023,282.11
4024,279.059
4025,282.243
4026,294.031
4027,283.993
4028,284.917
4029,284.594
4030,284.54
4031,284.205
4032,286.522
4033,283.699
4034,280.903
4035,280.92
4036,285.91
4037,284.286
4038,283.759
4039,287.374
4040,282.369
4041,283.297
4042,283.246
4043,287.107
4044,286.234
4045,284.585
4046,288.465
4047,281.17
4048,289.015
4049,282.793
4050,287.347
4051,283.794
4052,282.708
4053,283.175
4054,286.908
4055,282.71
4056,288.213
4057,282.08
4058,283.259
4059,298.44
4060,294.48
4061,286.043
4062,287.319
4063,289.021
4064,288.863
4065,287.606
4066,289.016
4067,291.087
4068,286.605
4069,287.47
4070,288.548
4071,288.564
4072,285.913
4073,292.036
4074,293.065
4075,290.087
4076,294.413
4077,296.765
4078,298.163
4079,286.809
4080,289.775
4081,290.119
4082,286.263
4083,288.133
4084,292.849
4085,290.037
4086,291.933
4087,295.758
4088,291.184
4089,291.669
4090,290.07
4091,290.711
4092,287.443
4093,290.426
4094,293.05
4095,293.334
4096,293.702
4097,290.003
4098,292.686
4099,291.198
4100,293.908
4101,294.627
4102,297.165
4103,310.371
4104,290.033
4105,293.509
4106,295.88
4107,286.362
4108,290.165
4109,289.435
4110,287.16
4111,309.136
4112,291.188
4113,291.931
4114,291.829
4115,291.03
4116,291.428
4117,290.41
4118,291.368
4119,308.313
4120,290.317
4121,303.705
4122,300.245
4123,303.54
4124,305.593
4125,298.238
4126,300.471
4127,311.7
4128,294.434
4129,294.52
4130,297.968
4131,301.332
4132,299.062
4133,295.501
4134,296.67
4135,311.417
4136,295.915
4137,293.752
4138,290.479
4139,294.207
4140,296.383
4141,296.836
4142,298.701
4143,312.426
4144,301.343
4145,298.985
4146,294.302
4147,295.143
4148,290.098
4149,294.042
4150,305.48
4151,313.97
4152,296.701
4153,297.127
4154,295.781
4155,300.704
4156,294.913
4157,296.698
4158,298.249
4159,312.582
4160,298.021
4161,316.089
4162,305.889
4163,298.295
4164,300.853
4165,297.723
4166,299.327
4167,316.424
4168,301.723
4169,296.689
4170,302.005
4171,303.608
4172,299.861
4173,303.316
4174,316.356
4175,299.156
4176,301.367
4177,301.973
4178,300.627
