Tamaño de matriz,Tiempo de ejecución (ms),Suma total
1290,22.6029,7485997
1291,6.9348,7502559
1292,21.8696,7508060
1293,22.2788,7523315
1294,20.1609,7530299
1295,19.1144,7538724
1296,6.4553,7561916
1297,3.7387,7572835
1298,6.5677,7585055
1299,6.2334,7591665
1300,5.5713,7598980
1301,20.9461,7620880
1302,5.8296,7624688
1303,6.617,7642129
1304,6.2436,7646533
1305,4.6125,7666420
1306,5.3833,7667182
1307,18.6541,7693888
1308,5.6307,7707272
1309,5.6882,7706081
1310,3.0947,7732568
1311,5.4849,7739217
1312,5.3748,7740498
1313,3.7452,7751787
1314,4.4419,7760132
1315,5.5772,7782934
1316,19.0934,7794856
1317,16.5178,7798598
1318,20.0327,7811737
1319,21.1792,7826756
1320,19.9489,7843122
1321,20.7077,7850138
1322,20.7355,7867099
1323,18.439,7876338
1324,20.6422,7891837
1325,21.2531,7894823
1326,19.0619,7908823
1327,17.5823,7923011
1328,18.9913,7932587
1329,17.6015,7947673
1330,20.1855,7958561
1331,20.1453,7978991
1332,17.0346,7980846
1333,18.2051,7996145
1334,20.525,8007541
1335,19.4775,8017988
1336,19.8043,8030296
1337,19.9655,8038910
1338,20.9012,8056711
1339,18.2166,8068843
1340,18.3795,8082170
1341,19.4638,8086754
1342,17.4708,8109698
1343,16.903,8114296
1344,19.63,8129311
1345,17.0784,8134165
1346,18.9554,8149724
1347,19.0149,8158466
1348,17.446,8183620
1349,16.8115,8188229
1350,18.5223,8197650
1351,19.1656,8206158
1352,18.0743,8225353
1353,18.2686,8238371
1354,19.3081,8248810
1355,19.3187,8268211
1356,18.7034,8274537
1357,14.5251,8292416
1358,17.9004,8295640
1359,17.4035,8307312
1360,17.467,8329017
1361,18.4786,8339863
1362,17.1832,8350300
1363,17.9269,8359615
1364,17.3698,8376630
1365,16.6958,8385334
1366,18.6307,8398406
1367,31.8511,8410430
1368,17.9836,8418009
1369,14.3144,8434081
1370,19.7667,8445178
1371,3.0428,8453326
1372,19.63,8465737
1373,17.0068,8486457
1374,18.2237,8491439
1375,15.77,8512431
1376,17.091,8515664
1377,32.7244,8532155
1378,17.0908,8553344
1379,16.0608,8555724
1380,19.0539,8569764
1381,16.4449,8583340
1382,17.7245,8600072
1383,16.6173,8605451
1384,17.4933,8615988
1385,15.6149,8636284
1386,16.745,8645547
1387,16.1813,8663040
1388,14.4919,8670841
1389,17.0223,8684102
1390,17.1607,8692621
1391,15.6838,8712206
1392,15.5594,8722530
1393,14.2609,8732998
1394,13.5346,8740075
1395,14.983,8758627
1396,15.499,8767578
1397,17.3413,8784843
1398,15.099,8795527
1399,15.2652,8803230
1400,12.1639,8823237
1401,16.2612,8828343
1402,15.397,8843013
1403,13.9605,8862381
1404,14.279,8869096
1405,14.9853,8885810
1406,12.2781,8893387
1407,12.8703,8910129
1408,12.325,8926379
1409,14.4051,8934963
1410,14.0031,8943423
1411,30.7758,8956546
1412,28.7161,8973377
1413,29.7263,8985343
1414,28.7148,9000224
1415,14.2011,9016513
1416,15.355,9018271
1417,13.6914,9040398
1418,29.083,9053781
1419,14.6775,9064185
1420,28.3826,9066971
1421,15.5541,9085477
1422,13.3224,9101308
1423,12.7745,9114115
1424,13.1164,9115474
1425,12.6971,9137458
1426,20.9105,9150162
1427,12.7958,9167574
1428,14.064,9184367
1429,12.2114,9193639
1430,12.3589,9200978
1431,12.1955,9221101
1432,12.5954,9222372
1433,11.9331,9249385
1434,13.8192,9258653
1435,10.2759,9267720
1436,11.2424,9278510
1437,12.109,9295182
1438,12.1402,9298918
1439,12.8574,9322363
1440,11.5454,9328902
1441,9.8935,9349211
1442,12.5131,9362727
1443,27.0698,9369705
1444,27.3021,9381653
1445,12.2363,9396850
1446,12.1439,9412679
1447,10.164,9429336
1448,11.9128,9428993
1449,12.948,9447282
1450,12.3342,9469108
1451,13.2745,9478536
1452,12.5715,9483247
1453,11.3863,9492390
1454,11.9673,9514111
1455,9.242,9526310
1456,12.0048,9545457
1457,10.8569,9548168
1458,10.5252,9566662
1459,8.3378,9579260
1460,12.2121,9586216
1461,9.7461,9601129
1462,11.637,9614017
1463,11.5665,9629367
1464,10.7186,9642351
1465,11.2099,9656894
1466,9.7432,9672578
1467,10.4458,9676371
1468,11.5718,9687508
1469,11.2341,9712778
1470,9.2613,9721943
1471,9.3849,9743946
1472,10.8184,9748801
1473,10.6899,9760012
1474,10.5117,9777003
1475,10.1592,9795008
1476,9.6068,9806565
1477,10.4485,9817239
1478,13.0155,9831579
1479,9.5126,9845983
1480,10.4746,9860976
1481,9.8242,9867992
1482,6.4133,9886268
1483,7.0432,9900424
1484,9.065,9911794
1485,11.0383,9916579
1486,9.3169,9931266
1487,7.9978,9946761
1488,24.0142,9956485
1489,24.9794,9978118
1490,24.1199,9994537
1491,23.4683,10003483
1492,23.0259,10010163
1493,24.5229,10025104
1494,25.8728,10044098
1495,21.2219,10058891
1496,26.4076,10072189
1497,24.0468,10087193
1498,23.9295,10093472
1499,25.6304,10109880
1500,24.9168,10128389
1501,24.9002,10134323
1502,23.746,10148108
1503,24.0979,10171209
1504,23.6701,10183086
1505,24.4795,10187609
1506,23.9698,10207421
1507,19.429,10219330
1508,23.323,10228599
1509,21.3587,10249699
1510,22.3313,10265320
1511,21.9441,10278237
1512,6.6895,10288479
1513,7.3314,10299563
1514,6.0833,10316155
1515,6.5916,10326876
1516,6.1953,10340969
1517,7.2887,10353051
1518,6.8766,10369852
1519,5.2854,10386443
1520,7.3947,10400172
1521,6.5331,10413674
1522,23.1037,10423375
1523,21.0454,10430575
1524,22.1358,10449247
1525,22.1978,10465652
1526,22.8017,10476183
1527,22.597,10496887
1528,20.9352,10494640
1529,23.0293,10527232
1530,21.8061,10543408
1531,19.4982,10549323
1532,23.0882,10560347
1533,23.5269,10568585
1534,18.202,10590337
1535,21.8466,10595130
1536,22.8245,10614207
1537,21.9192,10620784
1538,20.2198,10648994
1539,21.3465,10660608
1540,5.3955,10674448
1541,7.0807,10684158
1542,20.3866,10701999
1543,4.6787,10713940
1544,18.1878,10724539
1545,5.1007,10738009
1546,5.8086,10756632
1547,6.7057,10777663
1548,19.6577,10774872
1549,3.8502,10804301
1550,5.7626,10809426
1551,6.3367,10827103
1552,5.5994,10840044
1553,6.1339,10854304
1554,20.0933,10861609
1555,20.6622,10888792
1556,19.5085,10896841
1557,19.9214,10911005
1558,20.4607,10924585
1559,19.8629,10939162
1560,19.9843,10950472
1561,20.0273,10973399
1562,19.3464,10972365
1563,21.3829,10991825
1564,19.8404,11015798
1565,18.1183,11016853
1566,18.4164,11041092
1567,19.2505,11047375
1568,20.3665,11075781
1569,20.1119,11073774
1570,18.9121,11086042
1571,20.243,11106770
1572,20.0926,11122059
1573,20.579,11141391
1574,20.2015,11141733
1575,19.4387,11157794
1576,17.7216,11180184
1577,19.3684,11187396
1578,17.3593,11202559
1579,18.6533,11229655
1580,17.9795,11233869
1581,18.9189,11248670
1582,18.3578,11265990
1583,17.971,11269782
1584,17.8717,11298297
1585,17.3223,11303318
1586,4.4581,11326734
1587,18.8878,11328450
1588,16.7901,11345967
1589,18.7815,11358664
1590,16.9701,11379149
1591,17.0854,11396910
1592,18.4073,11404983
1593,17.1799,11425465
1594,17.8399,11430548
1595,17.03,11448899
1596,16.2234,11465201
1597,17.8862,11478907
1598,18.4287,11493641
1599,17.7356,11509655
1600,19.1952,11521825
1601,16.5465,11530482
1602,16.6749,11557806
1603,17.6674,11562223
1604,15.9685,11580872
1605,16.1883,11587766
1606,16.4641,11609866
1607,16.3262,11629563
1608,16.1533,11638143
1609,16.7997,11646861
1610,13.7063,11661425
1611,15.0983,11680276
1612,16.0819,11692980
1613,17.6389,11709708
1614,16.3525,11724490
1615,16.2913,11736232
1616,15.4265,11759645
1617,16.1995,11769794
1618,15.2395,11782623
1619,16.2381,11790391
1620,15.2261,11812982
1621,15.5758,11828001
1622,14.9318,11845189
1623,15.2246,11852666
1624,14.6585,11869314
1625,15.4485,11885161
1626,15.6672,11897920
1627,15.7687,11912777
1628,14.4949,11921272
1629,15.0854,11940438
1630,14.8057,11962000
1631,14.6392,11966265
1632,12.3032,11978658
1633,14.5279,12000909
1634,14.6486,12018903
1635,13.3569,12027022
1636,14.1543,12046569
1637,14.3264,12065117
1638,14.4713,12075803
1639,14.7315,12085870
1640,14.4316,12097330
1641,14.0946,12126111
1642,16.4155,12141116
1643,14.9964,12148420
1644,13.4477,12167834
1645,14.4502,12175687
1646,15.9873,12196232
1647,13.0475,12211060
1648,12.8259,12230376
1649,13.9891,12247789
1650,11.8862,12250828
1651,14.2032,12269782
1652,8.8574,12271576
1653,14.2267,12298171
1654,14.3793,12312060
1655,14.4331,12327066
1656,12.8718,12337675
1657,11.5644,12363272
1658,13.0098,12363926
1659,13.6941,12384286
1660,12.7577,12401334
1661,13.2603,12419048
1662,11.0806,12423650
1663,26.751,12436758
1664,28.8316,12465020
1665,27.8878,12479467
1666,28.7366,12491354
1667,27.0926,12510844
1668,25.3022,12517591
1669,11.2426,12540411
1670,11.3115,12550266
1671,11.9406,12561016
1672,12.0873,12577544
1673,24.8845,12601269
1674,12.5554,12607504
1675,11.5999,12630747
1676,11.854,12638164
1677,12.5641,12648944
1678,12.0015,12671133
1679,11.2837,12685154
1680,10.921,12704581
1681,10.4438,12717403
1682,10.5759,12740369
1683,12.3601,12755996
1684,11.7532,12766952
1685,7.0496,12786526
1686,11.3308,12797923
1687,10.0106,12803065
1688,10.1183,12830718
1689,11.9937,12835213
1690,9.1614,12851070
1691,11.1007,12865065
1692,10.1568,12885225
1693,7.1444,12905951
1694,7.8567,12915233
1695,10.3215,12935922
1696,10.9829,12936963
1697,10.1924,12972714
1698,9.3487,12976348
1699,8.9626,12985739
1700,8.9166,13000701
1701,8.3966,13029387
1702,10.7951,13028554
1703,9.6302,13049163
1704,9.1806,13065215
1705,9.518,13084679
1706,23.7415,13099440
1707,23.7648,13109263
1708,22.6495,13118807
1709,22.0077,13141599
1710,24.8095,13150017
1711,23.4904,13181957
1712,23.5984,13187262
1713,20.9121,13203063
1714,8.068,13220626
1715,9.7521,13237348
1716,8.3543,13244425
1717,6.1484,13261021
1718,9.8361,13286651
1719,8.1688,13297398
1720,7.8803,13308774
1721,7.7549,13328266
1722,8.2836,13339588
1723,6.0205,13357746
1724,6.5181,13376006
1725,7.5845,13387569
1726,7.2257,13404323
1727,6.0175,13416415
1728,7.587,13442436
1729,6.6001,13450435
1730,21.8363,13460152
1731,21.2358,13484132
1732,20.7008,13498329
1733,22.7317,13518876
1734,21.7929,13530662
1735,21.2011,13548930
1736,22.1658,13560868
1737,20.8499,13581448
1738,22.2182,13592358
1739,21.4011,13607230
1740,20.8883,13633008
1741,8.7136,13635889
1742,19.8418,13646392
1743,20.6683,13669957
1744,19.2072,13692406
1745,20.7322,13698811
1746,18.0705,13726331
1747,5.0818,13734441
1748,6.0588,13747291
1749,4.9183,13769403
1750,5.4983,13778190
1751,5.0826,13797778
1752,17.014,13813614
1753,17.0556,13836380
1754,20.5036,13837154
1755,20.7353,13858722
1756,21.2562,13877616
1757,19.3005,13893332
1758,20.4046,13902920
1759,21.0532,13919505
1760,19.3277,13949220
1761,21.9803,13953048
1762,18.7318,13976459
1763,19.3862,13985006
1764,20.3639,14004709
1765,5.3431,14022580
1766,18.0728,14034183
1767,18.9621,14061047
1768,18.4355,14074260
1769,34.073,14082440
1770,19.8733,14092809
1771,18.1158,14115357
1772,17.7439,14131405
1773,19.5121,14139920
1774,18.6507,14164790
1775,18.0719,14168781
1776,18.5744,14195673
1777,18.0811,14208011
1778,18.6385,14223315
1779,17.2939,14238438
1780,18.6111,14255949
1781,18.6812,14285133
1782,17.2094,14289976
1783,19.0466,14309263
1784,17.0305,14319498
1785,18.0358,14333662
1786,31.7723,14359448
1787,17.3087,14372976
1788,17.267,14382650
1789,13.9092,14399835
1790,16.7404,14413730
1791,17.2514,14441449
1792,17.2285,14449550
1793,16.9859,14463480
1794,16.8035,14475395
1795,16.9956,14496248
1796,17.4403,14515954
1797,17.1195,14532787
1798,17.091,14555478
1799,19.1773,14560544
1800,16.8986,14574970
1801,13.4694,14594946
1802,16.1834,14617245
1803,15.3366,14625171
1804,16.6884,14648302
1805,31.4814,14663110
1806,18.8149,14678089
1807,31.8946,14689934
1808,16.2848,14705597
1809,15.8644,14721224
1810,15.3947,14740083
1811,14.4193,14760573
1812,15.2366,14779033
1813,16.1391,14795983
1814,15.7545,14805601
1815,15.6181,14822712
1816,16.3552,14843352
1817,15.5276,14866229
1818,14.1112,14870073
1819,12.8402,14879614
1820,15.2332,14907751
1821,16.4707,14919490
1822,16.0978,14939906
1823,14.9112,14956177
1824,15.8872,14975288
1825,10.1752,14985327
1826,29.2563,15003391
1827,31.6859,15013675
1828,27.9028,15035041
1829,13.5967,15056511
1830,14.4946,15072851
1831,14.8959,15088095
1832,13.2844,15109077
1833,14.4078,15119406
1834,15.4951,15140368
1835,13.6141,15154856
1836,13.3213,15170937
1837,13.8138,15188970
1838,15.1194,15207251
1839,12.912,15221503
1840,12.974,15239452
1841,14.8142,15251315
1842,11.9872,15259370
1843,13.1849,15291498
1844,12.9711,15297977
1845,10.8048,15304219
1846,13.308,15332478
1847,13.7641,15345282
1848,12.0204,15371776
1849,28.1394,15380197
1850,29.6119,15405266
1851,26.8102,15427019
1852,12.9916,15432534
1853,11.7601,15447157
1854,13.0793,15466692
1855,12.5604,15474093
1856,11.1949,15491071
1857,11.821,15516766
1858,10.5244,15532873
1859,11.9633,15555177
1860,8.3955,15562912
1861,11.1879,15582064
1862,11.9224,15595731
1863,11.1435,15627567
1864,10.9205,15639055
1865,10.3503,15645326
1866,11.1197,15681318
1867,25.0419,15676036
1868,25.7376,15710086
1869,26.6151,15711638
1870,26.5197,15733856
1871,27.6205,15761610
1872,25.6173,15774745
1873,25.6115,15781405
1874,25.8675,15792894
1875,10.3639,15813245
1876,8.8752,15840336
1877,11.7558,15863385
1878,11.5941,15860587
1879,11.2661,15893112
1880,9.5735,15900021
1881,11.1962,15928882
1882,7.3805,15942610
1883,8.3308,15950788
1884,8.3469,15971078
1885,10.8557,15981576
1886,10.4011,16000735
1887,9.5519,16022379
1888,8.478,16053988
1889,9.6328,16055600
1890,10.864,16071643
1891,9.1065,16095574
1892,9.825,16103185
1893,9.236,16131028
1894,6.2673,16136415
1895,10.1267,16155445
1896,8.2702,16188693
1897,8.3506,16191190
1898,8.209,16211310
1899,23.6432,16226171
1900,23.7012,16241872
1901,23.8311,16268705
1902,22.672,16282069
1903,25.295,16291481
1904,22.6794,16324442
1905,23.6543,16328776
1906,23.9379,16347815
1907,23.0573,16359468
1908,22.7938,16378723
1909,8.0538,16403449
1910,22.6384,16410329
1911,7.4574,16436132
1912,8.3111,16455752
1913,7.8535,16469575
1914,5.5948,16485323
1915,7.6475,16511148
1916,8.1294,16512915
1917,7.4258,16528730
1918,8.567,16549582
1919,7.3784,16566938
1920,5.6797,16582322
1921,6.3928,16610788
1922,5.9698,16624642
1923,21.69,16640273
1924,20.2217,16646328
1925,7.0582,16676164
1926,5.5175,16685296
1927,17.1306,16713717
1928,7.3178,16730056
1929,5.797,16745725
1930,6.4484,16762506
1931,7.3361,16773309
1932,21.1207,16804047
1933,6.2528,16814691
1934,6.4288,16840333
1935,19.6458,16851458
1936,21.0753,16869989
1937,20.2353,16878792
1938,20.0958,16903304
1939,22.0359,16906104
1940,19.8419,16948785
1941,19.7314,16947796
1942,22.4821,16974941
1943,19.6577,16988050
1944,19.1774,17000889
1945,19.2055,17028855
1946,18.6979,17042892
1947,20.6137,17053134
1948,19.82,17084088
1949,19.0408,17095230
1950,18.597,17112261
1951,20.1101,17127984
1952,17.0397,17144965
1953,19.3804,17162671
1954,17.507,17176520
1955,18.5178,17197792
1956,20.2154,17225786
1957,17.4405,17226779
1958,18.0979,17255066
1959,14.0426,17269040
1960,18.0435,17293064
1961,18.3141,17306782
1962,17.8066,17320045
1963,17.4389,17337316
1964,17.8022,17357792
1965,16.5396,17374339
1966,34.8057,17393712
1967,19.9168,17414459
1968,32.0992,17419696
1969,17.9057,17449568
1970,16.5664,17466540
1971,17.0023,17492195
1972,17.2546,17491207
1973,17.7897,17503384
1974,18.295,17541300
1975,17.0877,17551471
1976,16.7995,17563492
1977,16.4457,17591497
1978,15.8055,17614222
1979,16.5697,17628997
1980,16.1225,17622469
1981,15.8376,17656090
1982,18.0946,17671178
1983,17.0681,17695845
1984,17.0511,17711246
1985,14.4878,17735893
1986,16.0848,17741614
1987,16.4369,17764072
1988,14.0851,17786130
1989,14.2647,17803853
1990,24.5025,17827279
1991,14.47,17826332
1992,15.9605,17855727
1993,14.2313,17862940
1994,17.1467,17894328
1995,13.8576,17900588
1996,15.045,17918189
1997,14.8334,17937571
1998,16.3503,17963902
1999,13.4971,17983200
2000,15.5492,18002896
2001,13.6284,18015512
2002,16.8691,18030724
2003,14.5045,18048319
2004,12.647,18066471
2005,14.1722,18088145
2006,14.171,18106585
2007,12.8111,18124321
2008,12.6587,18139121
2009,15.0601,18159900
2010,13.8211,18174029
2011,13.8685,18196223
2012,12.7028,18212119
2013,12.5927,18231754
2014,14.1562,18246294
2015,27.0946,18277745
2016,27.2572,18283558
2017,28.8185,18307114
2018,12.8263,18323927
2019,27.8622,18342067
2020,12.3935,18364007
2021,24.9442,18386531
2022,11.8534,18398244
2023,12.4264,18417632
2024,13.9598,18428971
2025,10.7774,18452947
2026,10.4223,18472150
2027,9.5491,18487220
2028,11.8812,18500914
2029,13.5686,18530325
2030,10.5858,18546401
2031,10.2213,18564538
2032,10.2698,18580169
2033,25.2246,18586332
2034,25.9768,18612625
2035,26.2332,18639987
2036,9.592,18640286
2037,11.655,18672413
2038,10.4575,18682041
2039,11.5101,18710061
2040,10.7275,18724409
2041,10.7684,18741435
2042,9.1525,18764280
2043,9.5432,18783099
2044,10.4583,18806415
2045,8.3558,18824106
2046,10.5326,18839079
2047,10.8069,18865999
2048,24.1136,18875103
2049,27.1138,18894676
2050,27.1388,18906173
2051,24.4338,18923467
2052,19.4077,18947702
2053,23.774,18980012
2054,24.5121,18982611
2055,23.3706,19005680
2056,7.9683,19018426
2057,10.0045,19037608
2058,7.4714,19054943
2059,7.7163,19081728
2060,21.2469,19094391
2061,7.8121,19114343
2062,7.6295,19134553
2063,7.0369,19152109
2064,22.1951,19168004
2065,24.3365,19191094
2066,23.8926,19211705
2067,19.0955,19237464
2068,23.6038,19251542
2069,22.4035,19258795
2070,22.9057,19290014
2071,24.0654,19288916
2072,22.8895,19303662
2073,7.0497,19345606
2074,7.4686,19344609
2075,8.2693,19373943
2076,7.129,19393145
2077,8.3897,19417086
2078,6.4951,19441327
2079,8.5599,19440576
2080,20.5936,19476567
2081,17.9608,19497955
2082,7.5708,19493429
2083,21.6404,19527373
2084,21.2099,19541269
2085,8.1589,19570017
2086,21.6076,19587749
2087,36.3583,19601984
2088,22.6236,19612335
2089,19.9496,19639310
2090,19.4624,19659588
2091,18.8754,19691114
2092,22.0252,19693154
2093,21.824,19711719
2094,18.8973,19724786
2095,21.5977,19738404
2096,20.5925,19763001
2097,22.4436,19793698
2098,19.7656,19814026
2099,19.5861,19822151
2100,20.42,19858216
2101,17.7004,19863613
2102,18.0383,19881669
2103,18.321,19905357
2104,19.5904,19925542
2105,20.3099,19935672
2106,32.5005,19952616
2107,19.6772,19981711
2108,18.357,19997005
2109,12.182,20011562
2110,20.9658,20035318
2111,21.0635,20042485
2112,19.6796,20071196
2113,18.3545,20098416
2114,18.2613,20098888
2115,18.9309,20126071
2116,18.2606,20145731
2117,16.6064,20174909
2118,19.9215,20179849
2119,18.3414,20196751
2120,18.7421,20225538
2121,17.3354,20245048
2122,18.9422,20261719
2123,16.5221,20278610
2124,19.1403,20301311
2125,18.6148,20317296
2126,19.0095,20335400
2127,16.6605,20358624
2128,19.4308,20378644
2129,18.3743,20396252
2130,18.2058,20410156
2131,14.8349,20439036
2132,15.2836,20442362
2133,16.6464,20467862
2134,14.9521,20487649
2135,15.6577,20512359
2136,15.5116,20531121
2137,12.4138,20549326
2138,16.3254,20567220
2139,15.7452,20590805
2140,16.0639,20611387
2141,16.7931,20620463
2142,15.0545,20656311
2143,16.365,20672215
2144,14.8035,20679493
2145,13.7794,20702298
2146,14.3887,20734771
2147,14.7106,20744943
2148,15.2848,20757236
2149,15.1685,20782980
2150,18.4661,20803040
2151,14.391,20825059
2152,16.2467,20830524
2153,14.4238,20861104
2154,15.9252,20887269
2155,15.1514,20894666
2156,13.1937,20915695
2157,28.3363,20930473
2158,15.342,20961043
2159,12.2134,20969359
2160,13.153,20996687
2161,11.7844,21025508
2162,12.6426,21027162
2163,13.7676,21061499
2164,14.2451,21069832
2165,8.5854,21088606
2166,16.4862,21102475
2167,13.0005,21141413
2168,13.2106,21160277
2169,11.3824,21175982
2170,12.8907,21185053
2171,14.7567,21207067
2172,11.9354,21225689
2173,12.9248,21257538
2174,13.2155,21265205
2175,13.9072,21278732
2176,12.9253,21312645
2177,28.2658,21311759
2178,26.1495,21347837
2179,13.2468,21373073
2180,10.9274,21384212
2181,12.5109,21404113
2182,12.0282,21427510
2183,10.3196,21444299
2184,11.3209,21467514
2185,12.5274,21491035
2186,11.1477,21508729
2187,13.9806,21522499
2188,12.4657,21541813
2189,10.7849,21561224
2190,11.5598,21584208
2191,11.8461,21601625
2192,8.9692,21615763
2193,9.7222,21633825
2194,10.1465,21666265
2195,25.6537,21694574
2196,27.1912,21698037
2197,26.0232,21724071
2198,25.5757,21733940
2199,24.5731,21760013
2200,11.5249,21781500
2201,25.5873,21795893
2202,10.4369,21818832
2203,7.5541,21846133
2204,9.5585,21842659
2205,9.025,21888793
2206,10.1331,21900232
2207,8.4535,21913306
2208,7.7261,21943545
2209,10.3349,21949953
2210,10.6262,21978702
2211,10.2573,21995430
2212,8.921,22023968
2213,24.2876,22035585
2214,24.2902,22063100
2215,24.8147,22078238
2216,25.8883,22091925
2217,22.5012,22104765
2218,8.9889,22130724
2219,25.0147,22162910
2220,24.9313,22169984
2221,22.5555,22197943
2222,22.0215,22226557
2223,21.8148,22242688
2224,7.7471,22253081
2225,7.464,22281026
2226,9.316,22306905
2227,9.2913,22305902
2228,21.7567,22343317
2229,22.0589,22352783
2230,20.8461,22392295
2231,22.2872,22395357
2232,22.5288,22414505
2233,22.8163,22434539
2234,20.4495,22450013
2235,23.3301,22487736
2236,21.9115,22494710
2237,21.3311,22514840
2238,20.8255,22520669
2239,20.8385,22557157
2240,20.2117,22587906
2241,20.3742,22597698
2242,16.239,22623676
2243,20.5617,22638472
2244,22.1363,22669051
2245,22.4394,22673776
2246,19.193,22709996
2247,23.6253,22720103
2248,20.4661,22745498
2249,8.8504,22750872
2250,20.2122,22778118
2251,20.1795,22794175
2252,18.7381,22825028
2253,20.1457,22839744
2254,21.9551,22860656
2255,20.4785,22879105
2256,19.7785,22904064
2257,20.3237,22924585
2258,19.6713,22948895
2259,20.1422,22961590
2260,19.1725,22972321
2261,19.3431,22999424
2262,18.1317,23028866
2263,18.7554,23036278
2264,17.2989,23065977
2265,17.5931,23097092
2266,14.5496,23122214
2267,19.5648,23131050
2268,17.9771,23152008
2269,18.4564,23171269
2270,17.7561,23201813
2271,15.7403,23198951
2272,17.4695,23222641
2273,16.9807,23257727
2274,16.6678,23280197
2275,16.631,23285050
2276,17.2464,23312677
2277,18.6729,23323200
2278,16.7031,23356850
2279,18.8931,23369470
2280,17.0919,23392291
2281,18.6591,23411369
2282,17.3876,23426242
2283,16.3293,23447106
2284,16.1663,23477542
2285,16.3176,23504886
2286,17.0853,23511472
2287,13.3731,23539663
2288,16.4602,23555514
2289,14.7109,23568707
2290,17.378,23588627
2291,26.9668,23620717
2292,15.172,23643595
2293,16.4989,23664350
2294,15.5851,23676276
2295,14.3228,23707244
2296,15.7789,23727527
2297,14.6616,23745670
2298,16.6748,23757000
2299,13.8075,23780669
2300,16.0984,23809802
2301,17.9303,23815751
2302,15.0618,23846282
2303,15.4532,23871749
2304,14.7305,23885380
2305,15.8654,23904533
2306,15.7854,23918071
2307,15.7379,23955214
2308,16.0773,23965354
2309,13.338,23993692
2310,13.2805,24020663
2311,25.8834,24038807
2312,13.7191,24058373
2313,13.7053,24068111
2314,15.4238,24097423
2315,24.5936,24103579
2316,14.9723,24141596
2317,12.9279,24146790
2318,13.6097,24180167
2319,12.5258,24202471
2320,13.3831,24208900
2321,12.3408,24243355
2322,13.0666,24263228
2323,10.9225,24283761
2324,12.116,24302444
2325,12.9488,24320260
2326,11.0656,24355854
2327,13.0256,24377081
2328,9.2982,24382618
2329,11.8987,24400281
2330,25.5873,24438852
2331,27.2933,24443026
2332,24.7212,24476953
2333,10.9268,24498877
2334,10.9371,24506279
2335,9.9553,24534471
2336,11.0531,24547042
2337,18.0189,24576575
2338,20.4775,24591261
2339,10.3354,24626329
2340,11.0939,24639788
2341,11.2223,24651616
2342,9.5998,24680680
2343,9.4915,24699692
2344,10.0258,24719668
2345,23.7265,24746445
2346,23.9348,24772613
2347,25.2106,24786718
2348,25.8511,24801767
2349,8.9407,24828981
2350,10.7636,24858681
2351,22.7467,24885289
2352,9.8491,24896456
2353,9.6014,24909156
2354,9.5191,24936507
2355,10.4895,24949093
2356,22.2017,24977991
2357,38.2926,24990647
2358,23.8618,25016285
2359,25.5755,25046214
2360,23.9553,25066826
2361,17.4188,25081142
2362,23.0273,25105070
2363,23.3081,25128118
2364,8.9297,25149756
2365,22.6111,25181220
2366,22.5654,25187444
2367,8.7945,25211056
2368,22.7085,25225686
2369,23.2989,25255202
2370,21.621,25275280
2371,24.1025,25297365
2372,22.7521,25312510
2373,23.9722,25334887
2374,24.691,25364716
2375,22.6417,25382361
2376,22.8269,25395285
2377,23.7979,25423492
2378,21.0533,25460124
2379,21.7122,25474904
2380,21.5813,25492756
2381,21.1839,25509016
2382,22.3602,25525854
2383,22.2194,25555531
2384,17.1945,25585006
2385,20.9351,25595401
2386,22.6033,25614595
2387,21.9835,25651590
2388,20.4625,25670271
2389,21.0273,25678622
2390,20.4238,25698327
2391,21.729,25726791
2392,21.2863,25749545
2393,20.52,25765809
2394,20.5878,25800028
2395,20.2092,25817701
2396,18.826,25837827
2397,19.4636,25855433
2398,18.3137,25873575
2399,19.4275,25881469
2400,35.1041,25929962
2401,19.968,25948848
2402,36.1918,25969790
2403,18.7754,25993537
2404,17.6506,25992321
2405,18.9481,26020383
2406,12.0534,26054299
2407,11.7459,26079100
2408,18.5577,26094483
2409,20.0217,26117849
2410,18.1001,26127516
2411,17.7719,26155777
2412,33.8753,26177005
2413,19.1144,26200213
2414,19.0503,26228669
2415,17.3192,26247362
2416,21.2146,26264221
2417,18.5731,26282429
2418,16.176,26303002
2419,18.0096,26334272
2420,16.3813,26358564
2421,18.9924,26371054
2422,17.3416,26401435
2423,17.3957,26411238
2424,17.5624,26447200
2425,17.6325,26472231
2426,16.633,26478534
2427,16.6054,26504547
2428,10.5704,26521505
2429,15.437,26537287
2430,16.7141,26573344
2431,17.9606,26601965
2432,16.9821,26615403
2433,15.2996,26645788
2434,32.2195,26659322
2435,16.6945,26684342
2436,28.5964,26694180
2437,13.1963,26727977
2438,13.4064,26758430
2439,16.2236,26777882
2440,17.3647,26785078
2441,12.8428,26818816
2442,15.1965,26839038
2443,13.0879,26850710
2444,14.172,26898379
2445,11.4994,26903295
2446,14.1796,26919859
2447,28.6735,26944462
2448,27.0214,26983986
2449,11.9442,26994127
2450,14.3028,27013220
2451,14.8586,27031768
2452,11.321,27059695
2453,12.6757,27083500
2454,11.9001,27116463
2455,13.3721,27120391
2456,14.1184,27139992
2457,13.5176,27173927
2458,11.9277,27193710
2459,11.5106,27207546
2460,12.6775,27235505
2461,12.0649,27252675
