Tamaño de matriz,Tiempo de ejecución (ms),Suma total
1294,3.1452,7537576
1295,3.0261,7542351
1296,3.3427,7560387
1297,3.1589,7573922
1298,3.1542,7588481
1299,3.564,7596892
1300,3.6118,7604031
1301,3.0473,7622020
1302,3.341,7629489
1303,3.4766,7640751
1304,3.1455,7658001
1305,3.5082,7667005
1306,3.3832,7672229
1307,3.1712,7688525
1308,3.3185,7699664
1309,3.4619,7718245
1310,3.552,7721280
1311,3.4024,7732391
1312,3.0951,7747843
1313,3.0611,7762821
1314,3.0485,7769666
1315,3.6452,7785214
1316,3.4259,7797022
1317,3.4825,7808847
1318,3.0183,7816111
1319,3.6517,7833655
1320,3.6537,7844650
1321,3.9515,7854422
1322,3.2049,7858691
1323,3.6885,7874348
1324,3.479,7882525
1325,3.4945,7903685
1326,3.3662,7914207
1327,3.0063,7925809
1328,3.5669,7932667
1329,3.5838,7953903
1330,3.6459,7969910
1331,3.4293,7976553
1332,3.617,7981540
1333,3.1566,7999390
1334,3.7132,8007162
1335,3.2097,8012491
1336,3.8408,8036007
1337,3.1497,8046927
1338,3.5809,8051019
1339,3.3283,8066879
1340,3.5587,8076879
1341,3.4386,8097789
1342,3.0915,8104692
1343,3.2673,8125396
1344,3.4217,8134844
1345,3.6647,8143495
1346,3.383,8155481
1347,3.7206,8169557
1348,3.5246,8177248
1349,3.5338,8187176
1350,4.3705,8203994
1351,3.2805,8203080
1352,3.7897,8226571
1353,4.3209,8238173
1354,3.6665,8244528
1355,3.1114,8264005
1356,3.1339,8279749
1357,4.0139,8288759
1358,3.2917,8297794
1359,4.048,8304311
1360,3.8027,8322672
1361,3.4005,8331784
1362,3.7761,8352012
1363,3.7133,8359999
1364,3.8701,8367684
1365,3.6022,8376563
1366,3.0508,8398451
1367,3.508,8410422
1368,3.5687,8424578
1369,3.4715,8431589
1370,3.5483,8444543
1371,3.5586,8457654
1372,3.9029,8464124
1373,3.8656,8480191
1374,3.9003,8493962
1375,3.5911,8508052
1376,3.3853,8523300
1377,4.1721,8536824
1378,3.2826,8545050
1379,3.8536,8550500
1380,3.2253,8575705
1381,3.6344,8588306
1382,3.5092,8593422
1383,3.6376,8610771
1384,3.4376,8616363
1385,4.0386,8625736
1386,4.2027,8643006
1387,3.4974,8658128
1388,3.0649,8668460
1389,3.7932,8679904
1390,3.4267,8696556
1391,3.4793,8715209
1392,3.8248,8718846
1393,3.819,8730212
1394,3.8948,8745202
1395,4.1018,8756338
1396,3.7262,8770223
1397,3.6572,8787241
1398,3.7007,8800702
1399,3.9585,8799206
1400,3.5627,8815969
1401,3.7796,8831099
1402,3.7911,8849461
1403,4.7254,8855354
1404,3.5044,8870974
1405,3.5624,8880054
1406,3.9767,8893994
1407,4.4062,8911523
1408,3.4068,8919910
1409,3.712,8932435
1410,4.3576,8950963
1411,3.9264,8961281
1412,3.6274,8966375
1413,4.4798,8991691
1414,4.0498,8999412
1415,3.1188,9008206
1416,3.6962,9023235
1417,3.7139,9039112
1418,3.6699,9051346
1419,3.7945,9059958
1420,3.6911,9075960
1421,3.8626,9078586
1422,3.2971,9095440
1423,3.7437,9111694
1424,4.0931,9129637
1425,3.3789,9139585
1426,3.9233,9150629
1427,3.97,9168371
1428,4.0362,9175050
1429,4.1225,9192825
1430,3.4836,9196412
1431,3.4834,9213912
1432,4.0291,9225021
1433,3.8027,9247067
1434,3.6788,9260966
1435,4.323,9266304
1436,3.9823,9284373
1437,3.7511,9297396
1438,4.2164,9307356
1439,3.9562,9316785
1440,4.383,9336571
1441,3.2758,9341500
1442,3.6646,9359859
1443,3.7631,9372135
1444,3.7604,9383608
1445,3.4514,9392364
1446,3.8794,9409977
1447,3.9232,9415576
1448,3.8458,9436090
1449,3.5585,9448392
1450,3.6865,9455936
1451,4.1171,9478355
1452,4.2979,9491262
1453,3.8409,9499757
1454,3.8428,9519062
1455,4.1543,9534341
1456,3.2897,9533902
1457,4.0503,9552229
1458,3.8472,9562748
1459,3.9389,9582038
1460,3.9006,9590062
1461,3.6006,9604873
1462,3.6816,9617081
1463,4.4376,9630423
1464,3.6261,9643311
1465,4.0579,9653460
1466,4.0952,9669102
1467,3.7645,9681342
1468,4.3164,9691788
1469,3.9235,9713737
1470,4.2055,9726243
1471,4.2168,9739174
1472,3.9065,9744083
1473,4.0531,9768388
1474,3.9078,9776512
1475,3.778,9796156
1476,3.4964,9808524
1477,3.4798,9815612
1478,3.461,9830145
1479,4.0605,9844831
1480,3.5715,9855059
1481,4.2419,9872242
1482,3.9888,9883637
1483,4.3034,9898124
1484,4.059,9912259
1485,4.4481,9927869
1486,3.7295,9933822
1487,3.8915,9945632
1488,4.5562,9965820
1489,4.1459,9974618
1490,4.266,9986835
1491,4.1465,10004747
1492,4.2037,10015523
1493,4.3674,10033104
1494,4.6197,10046226
1495,4.271,10057873
1496,4.6796,10075657
1497,4.4126,10088925
1498,3.9774,10102089
1499,4.1321,10115071
1500,4.2156,10125901
1501,4.1099,10138940
1502,4.859,10158830
1503,3.9757,10166239
1504,4.4548,10180828
1505,3.9051,10188001
1506,4.443,10205706
1507,3.8746,10220357
1508,4.3833,10236771
1509,4.3361,10240297
1510,4.0857,10269898
1511,4.396,10285888
1512,4.4983,10283197
1513,4.4829,10299000
1514,3.9817,10312235
1515,3.9715,10330550
1516,4.1184,10341260
1517,4.7301,10355183
1518,3.7723,10373062
1519,4.2068,10391973
1520,4.112,10399582
1521,4.2145,10413405
1522,4.6592,10429132
1523,4.5164,10436018
1524,4.073,10451150
1525,4.3479,10468725
1526,4.2891,10472985
1527,4.4635,10490029
1528,4.1137,10502818
1529,4.4259,10526470
1530,5.0484,10530321
1531,4.2913,10544288
1532,4.0421,10558183
1533,4.015,10576666
1534,4.0541,10591386
1535,3.3686,10605344
1536,4.2661,10625173
1537,4.4281,10634309
1538,4.7111,10641732
1539,3.8705,10666245
1540,4.1054,10667437
1541,4.2437,10690683
1542,3.9941,10701244
1543,4.3492,10719379
1544,4.3901,10724391
1545,4.4048,10739157
1546,4.1706,10754115
1547,4.3426,10781682
1548,4.1,10789921
1549,4.2823,10801085
1550,4.0227,10811270
1551,4.83,10826209
1552,4.7541,10835855
1553,4.5251,10857291
1554,4.1318,10869687
1555,3.9593,10884726
1556,4.2906,10893058
1557,4.7217,10911165
1558,4.1852,10923382
1559,4.1164,10935067
1560,4.6259,10954481
1561,3.8092,10964510
1562,4.6207,10972297
1563,4.9497,10994682
1564,4.3921,11010117
1565,4.6508,11022328
1566,4.1377,11033723
1567,5.0522,11048749
1568,4.7901,11069593
1569,4.1331,11072986
1570,3.9202,11102507
1571,3.984,11108376
1572,4.5281,11123346
1573,3.9649,11132736
1574,4.207,11146938
1575,4.4636,11163033
1576,4.9783,11173522
1577,4.4137,11195146
1578,4.7753,11208201
1579,4.6989,11226168
1580,4.1641,11228463
1581,4.0666,11247611
1582,4.6113,11257329
1583,4.1386,11278327
1584,4.1682,11297495
1585,4.3384,11310198
1586,4.2808,11327105
1587,4.0604,11332889
1588,4.3657,11346526
1589,4.2707,11362497
1590,4.1838,11374334
1591,3.9948,11390906
1592,4.967,11412416
1593,4.2833,11419289
1594,4.4052,11445532
1595,4.5872,11448592
1596,4.7801,11468259
1597,4.5173,11481451
1598,4.7401,11487499
1599,4.7367,11513499
1600,4.4128,11521983
1601,4.3959,11530614
1602,5.1079,11544862
1603,4.3386,11567576
1604,4.1779,11570623
1605,4.5422,11592781
1606,4.7362,11604087
1607,4.4422,11620683
1608,5.0157,11636944
1609,4.6895,11647718
1610,4.1592,11662670
1611,4.489,11683979
1612,4.1062,11693529
1613,4.6238,11711631
1614,4.9152,11718669
1615,4.5468,11739066
1616,4.8163,11745448
1617,5.3635,11769759
1618,3.9171,11772212
1619,4.5906,11794818
1620,4.4581,11809442
1621,4.4546,11827455
1622,4.5199,11853295
1623,4.4948,11850468
1624,4.2713,11867821
1625,3.9401,11882198
1626,4.701,11894328
1627,3.8457,11909037
1628,4.4916,11929270
1629,4.6329,11935955
1630,4.6181,11949836
1631,4.5925,11972771
1632,4.5614,11980737
1633,4.3799,12001361
1634,4.5005,12015009
1635,4.234,12025017
1636,4.3601,12049430
1637,4.5914,12060241
1638,4.2031,12075697
1639,4.1383,12088843
1640,4.5452,12104624
1641,4.6406,12118286
1642,4.5141,12131333
1643,4.8272,12138878
1644,5.3127,12157800
1645,4.5815,12185778
1646,4.8223,12189877
1647,4.6065,12205321
1648,4.8227,12212420
1649,4.5254,12243438
1650,4.3868,12255874
1651,4.1227,12275992
1652,4.6219,12286070
1653,5.2144,12298063
1654,4.5298,12307539
1655,5.3881,12319173
1656,4.3222,12335908
1657,5.2489,12348370
1658,4.2165,12365857
1659,4.6202,12384525
1660,4.7387,12397776
1661,4.5658,12411492
1662,4.8384,12434679
1663,4.5876,12445801
1664,4.9346,12462477
1665,5.0061,12469984
1666,4.1722,12494017
1667,4.5963,12509256
1668,4.287,12518499
1669,4.8562,12537303
1670,4.4603,12554043
1671,4.9727,12548661
1672,4.8824,12577088
1673,4.7049,12599976
1674,4.9944,12604642
1675,5.3331,12619395
1676,4.6922,12638313
1677,4.9926,12655883
1678,4.3179,12670819
1679,4.3369,12684130
1680,4.5034,12694041
1681,4.7384,12718739
1682,4.8711,12723157
1683,4.4361,12745703
1684,4.9629,12762295
1685,4.9921,12777584
1686,4.5161,12796148
1687,5.1945,12809462
1688,4.3563,12815189
1689,4.8739,12835122
1690,5.4946,12852093
1691,4.6929,12861089
1692,4.3089,12871865
1693,4.4764,12893824
1694,4.471,12909584
1695,5.4995,12924332
1696,5.1089,12948596
1697,5.3742,12964849
1698,5.6548,12974438
1699,4.3616,12993351
1700,4.4527,13001049
1701,4.8219,13014381
1702,5.651,13038163
1703,5.1449,13042912
1704,4.4053,13067832
1705,5.2384,13077218
1706,4.9977,13089916
1707,4.4719,13115712
1708,4.9776,13127734
1709,4.6237,13146039
1710,4.9509,13154526
1711,4.9163,13177423
1712,4.6141,13184926
1713,5.024,13206389
1714,4.987,13217890
1715,5.3526,13237852
1716,4.7323,13245595
1717,4.8555,13271980
1718,5.1049,13293906
1719,4.7653,13313845
1720,4.9412,13311380
1721,4.7757,13317677
1722,4.9963,13351707
1723,5.4885,13357457
1724,4.7485,13369006
1725,5.3305,13394992
1726,5.8884,13404976
1727,4.9253,13416377
1728,5.6151,13428789
1729,5.0996,13453170
1730,5.7287,13464275
1731,5.4529,13478841
1732,5.1496,13501676
1733,6.1501,13515303
1734,5.3998,13531683
1735,5.1021,13542519
1736,5.0841,13564754
1737,5.026,13578918
1738,4.9539,13596685
1739,4.7142,13609605
1740,5.0707,13621043
1741,4.8736,13631090
1742,5.1686,13657330
1743,5.5731,13672766
1744,5.4236,13686857
1745,4.9387,13698972
1746,5.1272,13715313
1747,4.9024,13733432
1748,4.8415,13750068
1749,4.9682,13758356
1750,5.0278,13785279
1751,5.1448,13792358
1752,5.054,13815433
1753,5.4371,13827355
1754,5.1445,13841485
1755,5.5686,13862974
1756,5.9274,13883741
1757,5.3664,13892996
1758,5.0291,13906065
1759,5.1328,13926088
1760,4.5799,13934381
1761,5.1787,13954622
1762,5.1235,13977881
1763,5.2405,13999412
1764,5.189,14005618
1765,5.6827,14018046
1766,5.2093,14035902
1767,5.2466,14055599
1768,4.7537,14064737
1769,5.2142,14079762
1770,5.14,14096864
1771,5.3499,14105571
1772,5.0806,14135985
1773,5.1142,14145880
1774,4.8627,14157819
1775,5.1606,14181164
1776,4.9516,14192257
1777,5.0986,14207633
1778,5.3873,14223165
1779,5.4482,14248728
1780,5.7685,14248060
1781,5.393,14273342
1782,5.15,14286661
1783,5.5291,14309573
1784,4.8655,14321686
1785,5.7919,14336991
1786,5.1491,14352805
1787,5.2819,14368997
1788,5.3425,14381979
1789,5.0216,14404113
1790,5.276,14424744
1791,5.6553,14434560
1792,5.025,14449980
1793,5.2205,14465458
1794,5.5657,14477382
1795,5.6775,14495564
1796,5.3209,14514622
1797,5.4081,14532507
1798,5.262,14546116
1799,5.5617,14568128
1800,5.3206,14580379
1801,5.0574,14589702
1802,5.6597,14607584
1803,5.8524,14623870
1804,5.3852,14644196
1805,5.2517,14658409
1806,5.192,14687153
1807,5.8283,14689289
1808,5.2951,14713338
1809,5.1032,14724016
1810,5.1075,14742894
1811,5.522,14757788
1812,5.3498,14787956
1813,5.3872,14797725
1814,5.2153,14811263
1815,5.2392,14823372
1816,5.1847,14835091
1817,6.6382,14852813
1818,5.5416,14868880
1819,5.4372,14893891
1820,5.2283,14900314
1821,5.2733,14926334
1822,5.8749,14929504
1823,5.8954,14957567
1824,5.4387,14973398
1825,5.0117,14990644
1826,5.6962,15008527
1827,5.3077,15009233
1828,5.0847,15041421
1829,5.2304,15053806
1830,5.7523,15068245
1831,5.693,15081211
1832,5.4378,15095573
1833,5.5372,15122069
1834,5.5162,15132937
1835,5.5393,15148219
1836,5.4711,15169909
1837,5.4415,15180998
1838,5.1539,15201981
1839,5.8071,15223299
1840,5.7777,15242136
1841,5.9189,15254552
1842,5.5204,15271571
1843,5.5626,15287353
1844,5.4947,15303295
1845,5.7512,15335880
1846,6.1727,15340926
1847,5.6033,15357184
1848,5.9173,15365667
1849,5.9314,15388331
1850,6.2984,15400148
1851,5.5731,15411984
1852,5.3845,15439307
1853,5.89,15445200
1854,6.1145,15464815
1855,5.5973,15491278
1856,6.3748,15499816
1857,5.772,15518785
1858,6.2269,15536464
1859,5.5726,15547547
1860,5.9288,15570093
1861,5.7835,15583790
1862,5.5972,15595084
1863,5.8475,15619029
1864,5.505,15633649
1865,5.7482,15646562
1866,5.4567,15662730
1867,6.1899,15681855
1868,5.5801,15707204
1869,6.3263,15719864
1870,6.181,15737214
1871,5.6912,15753647
1872,5.8198,15776092
1873,5.9181,15789410
1874,5.9008,15807623
1875,5.6702,15820881
1876,6.2698,15836105
1877,5.9278,15850145
1878,5.8745,15863481
1879,5.8864,15887835
1880,5.7297,15907353
1881,5.5473,15922171
1882,5.7678,15940324
1883,5.9444,15948439
1884,5.8093,15978510
1885,5.9104,15993173
1886,6.2998,16007744
1887,5.6291,16022184
1888,6.1031,16032420
1889,5.9216,16053808
1890,5.742,16081473
1891,5.8254,16095089
1892,5.8148,16103478
1893,5.8272,16120609
1894,6.5197,16140231
1895,5.9773,16152299
1896,6.8873,16175795
1897,5.9827,16202535
1898,6.1478,16227463
1899,7.1529,16232751
1900,6.1211,16244405
1901,6.6832,16256949
1902,5.6494,16276691
1903,5.8669,16292325
1904,6.1639,16309786
1905,6.3199,16321420
1906,6.1218,16345341
1907,5.7635,16368829
1908,7.1098,16375002
1909,7.7324,16407139
1910,7.0875,16408571
1911,7.4929,16435905
1912,6.5686,16446294
1913,6.2,16464798
1914,6.6872,16483312
1915,6.4821,16503697
1916,5.9088,16520380
1917,6.9469,16543226
1918,6.3722,16546427
1919,6.0647,16579227
1920,6.3343,16583807
1921,6.575,16609547
1922,6.1555,16620073
1923,6.0155,16639255
1924,6.5471,16660958
1925,5.9573,16670990
1926,5.9712,16698408
1927,6.6335,16704863
1928,6.1108,16735380
1929,6.0009,16737840
1930,6.1946,16773525
1931,6.6057,16782725
1932,5.7765,16800848
1933,5.9677,16817134
1934,5.9441,16825639
1935,6.5421,16843774
1936,5.9821,16862247
1937,6.7816,16890207
1938,6.2993,16894644
1939,6.5758,16924636
1940,6.2969,16932533
1941,6.0912,16951277
1942,6.2377,16969118
1943,6.715,16989622
1944,6.2105,17004210
1945,6.5987,17026769
1946,6.8618,17035157
1947,6.1679,17054146
1948,5.9575,17079236
1949,6.3463,17099553
1950,6.2184,17110558
1951,6.7623,17129059
1952,6.3333,17146737
1953,6.455,17162305
1954,6.1221,17185815
1955,6.4845,17197709
1956,6.5041,17222028
1957,7.1033,17229790
1958,6.343,17245856
1959,6.6555,17274818
1960,6.368,17299095
1961,6.3315,17306498
1962,7.3067,17323709
1963,6.4587,17341119
1964,6.2636,17357240
1965,6.6289,17374510
1966,6.5571,17389888
1967,6.4933,17413520
1968,6.8371,17427340
1969,6.4629,17454606
1970,6.5389,17460556
1971,6.0412,17485223
1972,6.6965,17499583
1973,6.3274,17523383
1974,6.7493,17533488
1975,7.1956,17553735
1976,7.3787,17573609
1977,6.6488,17587067
1978,6.8391,17606128
1979,6.3301,17619860
1980,6.9036,17645154
1981,6.2389,17655811
1982,6.01,17679771
1983,6.8655,17688005
1984,6.2847,17714403
1985,6.5441,17735957
1986,6.6706,17756093
1987,7.3168,17761915
1988,6.5801,17785726
1989,6.8491,17792357
1990,6.4447,17823013
1991,6.6711,17831309
1992,6.4771,17861519
1993,6.3215,17869067
1994,6.278,17893926
1995,7.552,17908684
1996,6.7779,17924881
1997,7.0983,17940640
1998,5.8804,17960081
1999,6.5994,17974536
2000,6.4318,18007617
2001,6.5047,18024270
2002,7.3825,18032616
2003,6.6634,18053675
2004,6.6798,18074139
2005,6.372,18093067
2006,6.8586,18104153
2007,6.6395,18122878
2008,6.6347,18138214
2009,6.3885,18161066
2010,6.8525,18177760
2011,6.3318,18205311
2012,6.1808,18221206
2013,7.4311,18234284
2014,7.0357,18249162
2015,6.5634,18267009
2016,7.3974,18285616
2017,6.8336,18300270
2018,6.6823,18322627
2019,6.7617,18335167
2020,6.7468,18363221
2021,6.5892,18380809
2022,6.779,18405019
2023,6.755,18412152
2024,7.2341,18432613
2025,6.5493,18456823
2026,6.7282,18467026
2027,7.0438,18487760
2028,6.8394,18509531
2029,7.1771,18536433
2030,7.3279,18537350
2031,6.5079,18562297
2032,6.5426,18577841
2033,7.2258,18594000
2034,6.8421,18609593
2035,7.1845,18641702
2036,6.6604,18639021
2037,6.1045,18673654
2038,7.0641,18688946
2039,6.7318,18702792
2040,6.4999,18727794
2041,7.956,18750319
2042,6.8018,18766679
2043,7.0417,18791621
2044,6.5879,18796518
2045,7.0785,18810291
2046,6.8793,18829841
2047,6.9635,18856333
2048,6.8926,18887089
2049,6.7192,18888506
2050,6.9147,18908664
2051,6.8813,18923753
2052,6.5891,18944167
2053,7.7724,18963310
2054,6.202,18986463
2055,6.8659,19018306
2056,6.5572,19024230
2057,6.7447,19048547
2058,7.0813,19051961
2059,6.8886,19085403
2060,7.318,19100455
2061,6.8951,19113981
2062,6.8791,19132617
2063,7.2908,19142641
2064,6.9524,19171922
2065,7.0193,19186047
2066,6.871,19209403
2067,7.0586,19234810
2068,7.2873,19251835
2069,7.178,19261758
2070,6.4551,19281732
2071,6.9311,19312671
2072,7.4796,19319414
2073,7.3242,19337175
2074,7.1481,19363533
2075,7.141,19370001
2076,6.6376,19392639
2077,7.0384,19404722
2078,7.3659,19419437
2079,6.7372,19447458
2080,6.8126,19472371
2081,7.1501,19484251
2082,7.5565,19505374
2083,7.3625,19522898
2084,7.4064,19542714
2085,6.9215,19569905
2086,6.9696,19580851
2087,7.9343,19611298
2088,6.981,19632591
2089,7.1858,19636581
2090,7.2249,19656962
2091,7.3478,19664622
2092,7.0979,19689691
2093,6.9558,19719109
2094,7.4241,19733688
2095,7.2968,19751938
2096,7.5749,19769633
2097,7.2065,19786187
2098,7.0043,19811286
2099,7.0132,19819111
2100,6.9632,19841763
2101,6.8239,19864575
2102,7.5861,19887630
2103,6.8505,19905302
2104,7.3665,19920808
2105,7.0983,19938166
2106,7.3523,19973280
2107,7.256,19982890
2108,7.3364,19993661
2109,6.7256,20022481
2110,7.4753,20026740
2111,6.8565,20044664
2112,7.2387,20075895
2113,7.0952,20085028
2114,7.6381,20114601
2115,7.6774,20134039
2116,7.5706,20150027
2117,6.9614,20162518
2118,7.2107,20187286
2119,7.6695,20212683
2120,7.3201,20220445
2121,7.5645,20246342
2122,7.6522,20267660
2123,7.4611,20282260
2124,7.3323,20307862
2125,7.3352,20319314
2126,7.8767,20335732
2127,7.3187,20356189
2128,7.5743,20376586
2129,7.3365,20390457
2130,7.554,20420915
2131,6.7764,20426253
2132,7.4633,20457543
2133,8.0904,20478428
2134,8.6459,20501723
2135,7.4622,20518525
2136,7.384,20532352
2137,7.3933,20550978
2138,7.6693,20575585
2139,8.0678,20590406
2140,6.9701,20609189
2141,7.0531,20633942
2142,7.218,20646040
2143,8.7368,20663284
2144,7.2816,20699381
2145,11.3197,20711382
2146,7.9893,20717540
2147,7.3763,20746739
2148,15.0511,20764066
2149,8.2402,20790711
2150,8.0519,20810704
2151,7.3033,20817528
2152,6.8853,20845973
2153,7.7695,20868740
2154,7.669,20878331
2155,7.6079,20911709
2156,7.3642,20914283
2157,7.5646,20939311
2158,7.5819,20942048
2159,7.6746,20977067
2160,8.3888,21011869
2161,7.6657,21016593
2162,7.221,21038601
2163,7.7607,21051368
2164,7.5857,21071961
2165,7.9482,21089195
2166,7.6905,21111893
2167,8.2735,21126342
2168,7.4552,21156566
2169,7.4483,21181008
2170,7.1818,21192373
2171,7.7268,21205729
2172,8.0939,21230948
2173,7.9452,21254973
2174,8.0129,21274444
2175,7.3224,21289854
2176,7.4938,21315362
2177,7.6272,21332039
2178,7.5252,21345695
2179,7.5468,21364642
2180,7.8877,21391648
2181,8.1131,21408670
2182,7.8193,21411331
2183,7.5831,21440100
2184,7.9313,21460065
2185,9.2449,21483503
2186,7.3885,21504314
2187,9.28,21519671
2188,7.684,21540113
2189,8.0975,21567677
2190,8.1147,21586651
2191,7.7441,21594234
2192,8.074,21624159
2193,7.8855,21645479
2194,7.6752,21658191
2195,7.8477,21679044
2196,8.8699,21701659
2197,8.8469,21726173
2198,7.7834,21741715
2199,8.1157,21758650
2200,8.0403,21778192
2201,8.1062,21806511
2202,8.2782,21830754
2203,7.3513,21830256
2204,8.4031,21849627
2205,8.7194,21872488
2206,7.6814,21903575
2207,8.0485,21910973
2208,7.8491,21938435
2209,7.9612,21948293
2210,7.7023,21976973
2211,8.2342,21994864
2212,8.499,22025071
2213,8.1605,22040301
2214,8.1367,22065176
2215,7.7213,22081210
2216,8.1879,22083775
2217,7.9519,22104539
2218,8.2154,22128845
2219,8.4643,22158761
2220,7.5309,22172289
2221,7.714,22198632
2222,7.7539,22217053
2223,8.2571,22230031
2224,7.8586,22247556
2225,8.4231,22276967
2226,8.0344,22309407
2227,8.5211,22314810
2228,7.9383,22324386
2229,7.8844,22349421
2230,7.5091,22376949
2231,7.3832,22402748
2232,7.9841,22421297
2233,8.1954,22438474
2234,7.288,22463778
2235,8.0487,22478251
2236,8.843,22495872
2237,7.5824,22505485
2238,8.4056,22545032
2239,8.2438,22558373
2240,8.7726,22574311
2241,7.2484,22595533
2242,8.2784,22624501
2243,8.2364,22649985
2244,8.6769,22661138
2245,8.9727,22677735
2246,7.799,22699559
2247,8.4021,22716484
2248,8.1115,22745034
2249,8.1867,22760474
2250,8.2239,22781732
2251,8.2262,22794418
2252,7.9507,22816242
2253,8.5452,22839519
2254,8.1588,22858483
2255,8.8493,22879919
2256,8.5232,22901666
2257,8.8696,22918036
2258,8.0716,22940126
2259,8.6767,22962749
2260,8.7546,22981891
2261,8.7842,22992797
2262,8.0679,23019564
2263,8.7765,23050286
2264,8.6098,23059247
2265,8.4583,23074427
2266,8.6326,23112350
2267,8.0386,23122943
2268,8.5651,23144596
2269,8.8637,23165794
2270,8.014,23193846
2271,7.9343,23203814
2272,8.7634,23228536
2273,8.2221,23258805
2274,7.9937,23261720
2275,9.024,23298368
2276,8.321,23302671
2277,8.528,23336969
2278,8.2922,23355270
2279,8.0081,23376155
2280,8.743,23396807
2281,8.39,23417473
2282,8.3248,23438472
2283,8.5626,23455414
2284,9.4417,23474706
2285,8.0627,23484613
2286,8.2688,23512800
2287,8.3387,23540732
2288,8.8987,23544874
2289,8.5909,23579934
2290,32.2976,23612995
2291,10.9024,23614763
2292,9.8387,23632827
2293,9.2053,23666435
2294,8.6927,23683476
2295,8.4522,23698996
2296,10.3078,23717741
2297,9.0105,23744248
2298,7.9597,23754587
2299,7.8101,23792165
2300,8.4042,23814020
2301,8.9513,23842310
2302,8.3649,23853279
2303,9.2746,23857478
2304,9.0597,23894077
2305,8.8391,23914306
2306,10.4623,23930625
2307,9.825,23949429
2308,8.6427,23976269
2309,8.5416,23999136
2310,8.5493,24020688
2311,8.067,24022278
2312,9.1176,24063047
2313,8.9044,24061720
2314,9.1773,24097081
2315,8.6989,24114465
2316,8.6807,24124590
2317,9.5289,24145234
2318,8.5076,24181032
2319,8.8549,24206128
2320,9.8471,24209934
2321,9.6747,24237327
2322,12.5048,24276905
2323,8.5348,24280920
2324,10.8194,24295425
2325,9.2561,24338481
2326,10.0995,24347078
2327,10.6535,24370117
2328,11.0994,24388871
2329,8.903,24413251
2330,9.5928,24428467
2331,8.8875,24451445
2332,9.3481,24485374
2333,9.749,24495760
2334,9.5856,24506929
2335,10.4989,24533069
2336,9.2866,24562770
2337,9.4571,24574346
2338,10.2724,24590790
2339,10.0507,24619051
2340,11.608,24650291
2341,8.3393,24665754
2342,9.7968,24684646
2343,10.4489,24701069
2344,9.6476,24727612
2345,8.4729,24743393
2346,8.5183,24760045
2347,9.9505,24785641
2348,10.521,24807148
2349,10.4293,24832848
2350,9.2524,24851973
2351,12.4742,24881581
2352,12.288,24902452
2353,9.6571,24910772
2354,9.7903,24933985
2355,9.2813,24952117
2356,10.5009,24984936
2357,8.6651,24987930
2358,9.4154,25020525
2359,9.4643,25035604
2360,8.375,25061814
2361,9.8693,25080278
2362,9.3521,25102531
2363,8.9438,25125980
2364,9.1569,25154215
2365,9.1505,25171234
2366,10.1177,25188400
2367,9.3138,25210157
2368,8.8203,25236858
2369,10.402,25253601
2370,10.777,25276557
2371,9.6172,25298028
2372,8.8587,25329453
2373,11.1858,25352001
2374,9.511,25354426
2375,8.5744,25370452
2376,8.4134,25412182
2377,8.3985,25428241
2378,8.7828,25430545
2379,9.3526,25465574
2380,8.9364,25491259
2381,8.9415,25502960
2382,8.4937,25544313
2383,9.3135,25556346
2384,8.8969,25573098
2385,8.981,25592134
2386,9.1169,25623603
2387,9.5123,25649762
2388,8.9598,25676440
2389,9.854,25681803
2390,9.6364,25701361
2391,14.4727,25720566
2392,9.9942,25740230
2393,9.9863,25756747
2394,10.7697,25794186
2395,9.1746,25813575
2396,10.1495,25847841
2397,9.1383,25854428
2398,10.6764,25874451
2399,9.5396,25898953
2400,9.4198,25924575
2401,8.954,25931297
2402,9.4829,25964072
2403,9.4966,25983847
2404,9.6036,25988352
2405,10.1196,26041549
2406,10.6701,26046760
2407,9.5444,26057568
2408,9.2922,26079653
2409,9.8625,26108216
2410,8.8865,26139778
2411,10.4802,26146935
2412,12.2666,26186112
2413,9.8001,26202601
2414,10.1752,26224938
2415,9.4596,26260516
2416,10.1776,26269830
2417,10.9514,26287741
2418,9.1207,26305947
2419,10.5934,26338988
2420,9.8045,26379305
2421,10.598,26368673
2422,10.6171,26400576
2423,10.0779,26422227
2424,9.733,26429608
2425,10.1844,26457503
2426,10.2827,26481362
2427,9.4826,26522142
2428,9.9393,26540597
2429,10.0954,26546244
2430,10.9032,26568978
2431,8.9493,26598897
2432,10.1968,26608214
2433,9.8112,26635638
2434,10.9735,26660198
2435,10.9027,26659094
2436,9.7561,26698198
2437,9.4761,26727527
2438,11.0237,26743418
2439,9.529,26768564
2440,10.0566,26790895
2441,9.5744,26803683
2442,9.7314,26835261
2443,9.3372,26861515
2444,11.4789,26880474
2445,10.1199,26901638
2446,9.8058,26929122
2447,9.318,26954897
2448,11.6559,26974086
2449,9.6698,26977316
2450,9.5057,27016961
2451,11.4392,27042418
2452,9.1575,27049551
2453,9.5069,27080250
2454,9.7454,27108651
2455,9.181,27131293
2456,10.731,27140731
2457,10.3469,27167644
2458,9.7798,27201047
2459,9.534,27213035
2460,9.1678,27239521
2461,9.4855,27257002
2462,9.3343,27276204
2463,10.2234,27289610
2464,9.4747,27319935
2465,9.5364,27356995
2466,11.7641,27360832
